Id,Player,Nation,Pos,Team,Age,Born,Pj,Starts,Min,90s,Gls,Ast,GNP,GP,PS,CrdY,CrdR,Gls/Pj,Ast/Pj,G+A,GNP/Pj,G+A-P/Pj,Id_Team,foto
954,Genaro Rodríguez Serrano,ESP,"MF,DF",Malaga,24,1998,10,5,475,5.3,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,33,https://cdn.sofifa.net/players/notfound_0_60.png
955,Carlos Romero,ESP,DF,Villarreal B,21,2001,10,3,303,3.4,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,40,https://cdn.sofifa.net/players/notfound_0_60.png
956,Iván Romero,ESP,FW,Tenerife,21,2001,16,13,1094,12.2,2,1,2,0,0,2,0,0.16,0.08,0.25,0.16,0.25,38,https://cdn.sofifa.net/players/notfound_0_60.png
957,Jaime Romero,ESP,"FW,MF",Cartagena,32,1990,6,0,54,0.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,24,https://cdn.sofifa.net/players/notfound_0_60.png
958,Guillermo Rosas,ESP,DF,Sporting Gijon,22,2000,17,16,1464,16.3,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,37,https://cdn.sofifa.net/players/notfound_0_60.png
959,Waldo Rubio,ESP,MF,Tenerife,27,1995,12,11,779,8.7,2,2,2,0,0,4,0,0.23,0.23,0.46,0.23,0.46,38,https://cdn.sofifa.net/players/notfound_0_60.png
960,Carlos Ruiz,ESP,DF,Tenerife,39,1983,11,10,810,9.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,38,https://cdn.sofifa.net/players/notfound_0_60.png
961,Isma Ruiz,ESP,MF,UD Ibiza,21,2001,7,5,467,5.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,39,https://cdn.sofifa.net/players/notfound_0_60.png
962,Sergio Ruiz,ESP,MF,Granada,27,1994,6,4,426,4.7,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,27,https://cdn.sofifa.net/players/notfound_0_60.png
963,Armando Sadiku,ALB,FW,Cartagena,31,1991,20,11,1002,11.1,7,0,4,3,3,1,0,0.63,0.0,0.63,0.36,0.36,24,https://cdn.sofifa.net/players/notfound_0_60.png
964,Jorge Sáenz,ESP,DF,Leganes,26,1996,18,18,1620,18.0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,30,https://cdn.sofifa.net/players/notfound_0_60.png
965,Íñigo Sainz Maza,ESP,MF,Racing Sant,24,1998,18,18,1619,18.0,0,2,0,0,0,6,1,0.0,0.11,0.11,0.0,0.11,36,https://cdn.sofifa.net/players/notfound_0_60.png
966,José Salinas,ESP,"DF,MF",CD Mirandes,22,2000,20,20,1799,20.0,1,3,1,0,0,3,0,0.05,0.15,0.2,0.05,0.2,25,https://cdn.sofifa.net/players/notfound_0_60.png
967,ALex Salomón,ESP,DF,Ponferradina,26,1996,5,1,101,1.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,35,https://cdn.sofifa.net/players/notfound_0_60.png
968,Cristian Salvador,ESP,MF,Huesca,28,1994,13,8,760,8.4,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,28,https://cdn.sofifa.net/players/notfound_0_60.png
969,Diego Sánchez,ESP,DF,Sporting Gijon,19,2003,8,6,527,5.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,37,https://cdn.sofifa.net/players/notfound_0_60.png
970,Germán Sánchez,ESP,DF,Racing Sant,36,1986,3,2,180,2.0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,36,https://cdn.sofifa.net/players/notfound_0_60.png
971,Borja Sánchez Laborde,ESP,MF,Oviedo,26,1996,10,4,483,5.4,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,34,https://cdn.sofifa.net/players/notfound_0_60.png
972,Luca Sangalli,ESP,MF,Cartagena,27,1995,18,5,591,6.6,0,1,0,0,0,4,0,0.0,0.15,0.15,0.0,0.15,24,https://cdn.sofifa.net/players/notfound_0_60.png
973,Marco Sangalli,ESP,MF,Oviedo,30,1992,9,5,424,4.7,0,1,0,0,0,1,0,0.0,0.21,0.21,0.0,0.21,34,https://cdn.sofifa.net/players/notfound_0_60.png
974,Adrián Sanmartín,ESP,FW,Cartagena,17,2005,2,0,12,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,24,https://cdn.sofifa.net/players/notfound_0_60.png
975,Sergio Santos,ESP,DF,CD Mirandes,21,2001,6,1,194,2.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,25,https://cdn.sofifa.net/players/notfound_0_60.png
976,Aitor Sanz,ESP,MF,Tenerife,38,1984,18,16,1310,14.6,1,0,1,0,0,8,1,0.07,0.0,0.07,0.07,0.07,38,https://cdn.sofifa.net/players/notfound_0_60.png
977,Marcelo Saracchi,URU,DF,Levante,24,1998,9,7,479,5.3,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,31,https://cdn.sofifa.net/players/notfound_0_60.png
978,Eneko Satrústegui,ESP,DF,Racing Sant,32,1990,19,19,1624,18.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,36,https://cdn.sofifa.net/players/notfound_0_60.png
979,Aleksandar Sedlar,SRB,"DF,MF",Alaves,31,1991,12,12,938,10.4,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,20,https://cdn.sofifa.net/players/notfound_0_60.png
980,Daniel Selma,ESP,FW,Tenerife,21,2001,1,0,5,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,38,https://cdn.sofifa.net/players/notfound_0_60.png
981,Josep Señé,ESP,MF,Lugo,31,1991,18,16,1374,15.3,1,0,1,0,0,5,0,0.07,0.0,0.07,0.07,0.07,32,https://cdn.sofifa.net/players/notfound_0_60.png
982,Sergi,ESP,DF,Leganes,30,1992,13,12,1084,12.0,0,1,0,0,0,1,0,0.0,0.08,0.08,0.0,0.08,30,https://cdn.sofifa.net/players/notfound_0_60.png
983,Francho Serrano Gracia,ESP,MF,Zaragoza,21,2001,16,8,770,8.6,1,0,1,0,0,1,0,0.12,0.0,0.12,0.12,0.12,41,https://cdn.sofifa.net/players/notfound_0_60.png
984,Javier Serrano,ESP,MF,CD Mirandes,19,2003,9,2,232,2.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,25,https://cdn.sofifa.net/players/notfound_0_60.png
985,Nicolás Serrano,ESP,"MF,FW",CD Mirandes,19,2003,13,10,827,9.2,0,1,0,0,0,1,0,0.0,0.11,0.11,0.0,0.11,25,https://cdn.sofifa.net/players/notfound_0_60.png
986,Mario Sesé,ESP,MF,Oviedo,20,2002,1,1,45,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,34,https://cdn.sofifa.net/players/notfound_0_60.png
987,Salva Sevilla,ESP,MF,Alaves,38,1984,17,16,1233,13.7,2,1,0,2,2,5,0,0.15,0.07,0.22,0.0,0.07,20,https://cdn.sofifa.net/players/notfound_0_60.png
988,Armando Shashoua,ENG,MF,UD Ibiza,22,2000,8,4,369,4.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,39,https://cdn.sofifa.net/players/notfound_0_60.png
989,Samuel Shashoua,ENG,"MF,FW",Tenerife,23,1999,7,3,316,3.5,0,1,0,0,0,1,0,0.0,0.28,0.28,0.0,0.28,38,https://cdn.sofifa.net/players/notfound_0_60.png
990,Gaku Shibasaki,JPN,"MF,FW",Leganes,30,1992,13,10,932,10.4,0,1,0,0,0,2,0,0.0,0.1,0.1,0.0,0.1,30,https://cdn.sofifa.net/players/notfound_0_60.png
991,Sidnei,BRA,DF,Las Palmas,33,1989,12,9,713,7.9,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,29,https://cdn.sofifa.net/players/notfound_0_60.png
992,Óscar Sielva,ESP,MF,Huesca,31,1991,10,3,330,3.7,1,0,1,0,0,3,0,0.27,0.0,0.27,0.27,0.27,28,https://cdn.sofifa.net/players/notfound_0_60.png
993,Grego Sierra,ESP,DF,Burgos,29,1993,13,10,900,10.0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,23,https://cdn.sofifa.net/players/notfound_0_60.png
994,Jonathan Silva,ARG,DF,Granada,28,1994,7,2,206,2.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,27,https://cdn.sofifa.net/players/notfound_0_60.png
995,Matheus Pereira da Silva,BRA,MF,Eibar,24,1998,19,17,1445,16.1,1,1,1,0,0,6,0,0.06,0.06,0.12,0.06,0.12,26,https://cdn.sofifa.net/players/notfound_0_60.png
996,Giuliano Simeone,ARG,"FW,MF",Zaragoza,19,2002,19,16,1435,15.9,5,2,5,0,0,2,1,0.31,0.13,0.44,0.31,0.44,41,https://cdn.sofifa.net/players/notfound_0_60.png
997,Nikola Šipčić,MNE,DF,Tenerife,27,1995,16,13,1209,13.4,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,38,https://cdn.sofifa.net/players/notfound_0_60.png
998,Antonio Sivera,ESP,GK,Alaves,26,1996,20,20,1800,20.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,20,https://cdn.sofifa.net/players/notfound_0_60.png
999,Patrick Soko,CMR,MF,Huesca,25,1997,16,12,787,8.7,0,2,0,0,0,2,0,0.0,0.23,0.23,0.0,0.23,28,https://cdn.sofifa.net/players/notfound_0_60.png
1000,Fran Sol,ESP,FW,Malaga,30,1992,15,7,723,8.0,1,0,1,0,0,1,0,0.12,0.0,0.12,0.12,0.12,33,https://cdn.sofifa.net/players/notfound_0_60.png
1001,Roberto Soldado,ESP,FW,Levante,37,1985,14,5,484,5.4,2,0,1,1,1,5,0,0.37,0.0,0.37,0.19,0.19,31,https://cdn.sofifa.net/players/notfound_0_60.png
1002,Son,ESP,DF,Levante,28,1994,19,16,1478,16.4,1,0,1,0,0,1,0,0.06,0.0,0.06,0.06,0.06,31,https://cdn.sofifa.net/players/notfound_0_60.png
1003,Juan Soriano,ESP,GK,Tenerife,25,1997,20,20,1800,20.0,0,1,0,0,0,1,0,0.0,0.05,0.05,0.0,0.05,38,https://cdn.sofifa.net/players/notfound_0_60.png
1004,Alberto Soro,ESP,MF,Granada,23,1999,6,2,176,2.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,27,https://cdn.sofifa.net/players/notfound_0_60.png
1005,Yuri de Souza,BRA,FW,Ponferradina,40,1982,16,11,829,9.2,3,1,1,2,2,0,1,0.33,0.11,0.43,0.11,0.22,35,https://cdn.sofifa.net/players/notfound_0_60.png
1006,Stoichkov,ESP,"MF,FW",Eibar,29,1993,20,17,1455,16.2,6,0,5,1,2,5,0,0.37,0.0,0.37,0.31,0.31,26,https://cdn.sofifa.net/players/notfound_0_60.png
1007,Álex Suárez,ESP,DF,Las Palmas,29,1993,19,18,1424,15.8,1,0,1,0,0,6,0,0.06,0.0,0.06,0.06,0.06,29,https://cdn.sofifa.net/players/notfound_0_60.png
1008,Jaime Suárez Juesas,ESP,MF,Oviedo,25,1996,13,8,724,8.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,34,https://cdn.sofifa.net/players/notfound_0_60.png
1009,Mamadou Sylla,SEN,FW,Alaves,28,1994,5,1,130,1.4,2,0,2,0,0,0,1,1.38,0.0,1.38,1.38,1.38,20,https://cdn.sofifa.net/players/notfound_0_60.png
1010,Rodrigo Tarín,ESP,DF,Oviedo,26,1996,14,14,1232,13.7,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,34,https://cdn.sofifa.net/players/notfound_0_60.png
1011,Heriberto Tavares,POR,"MF,FW",Ponferradina,25,1997,12,3,300,3.3,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,35,https://cdn.sofifa.net/players/notfound_0_60.png
1012,Sergio Tejera,ESP,MF,Cartagena,32,1990,11,4,401,4.5,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,24,https://cdn.sofifa.net/players/notfound_0_60.png
1013,Álvaro Tejero,ESP,DF,Eibar,26,1996,20,17,1549,17.2,1,1,1,0,0,2,0,0.06,0.06,0.12,0.06,0.12,26,https://cdn.sofifa.net/players/notfound_0_60.png
1014,Nahuel Tenaglia,ARG,DF,Alaves,26,1996,14,13,1174,13.0,2,0,2,0,0,3,0,0.15,0.0,0.15,0.15,0.15,20,https://cdn.sofifa.net/players/notfound_0_60.png
1015,Teto,ESP,MF,Tenerife,21,2001,19,13,1183,13.1,3,0,3,0,0,2,0,0.23,0.0,0.23,0.23,0.23,38,https://cdn.sofifa.net/players/notfound_0_60.png
1016,Idrissa Thiam,MTN,FW,Lugo,22,2000,5,1,132,1.5,0,1,0,0,0,0,0,0.0,0.68,0.68,0.0,0.68,32,https://cdn.sofifa.net/players/notfound_0_60.png
1017,Fausto Tienza,ESP,MF,Racing Sant,32,1990,16,12,968,10.8,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,36,https://cdn.sofifa.net/players/notfound_0_60.png
1018,David Timor,ESP,"MF,DF",Huesca,33,1989,18,14,1202,13.4,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,28,https://cdn.sofifa.net/players/notfound_0_60.png
1019,Pablo Tomeo,ESP,MF,Huesca,22,2000,13,7,700,7.8,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,28,https://cdn.sofifa.net/players/notfound_0_60.png
1020,Liberman Torres,ECU,MF,Villarreal B,20,2002,2,1,69,0.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,https://cdn.sofifa.net/players/notfound_0_60.png
1021,Xavi Torres,ESP,"DF,MF",Lugo,36,1986,18,17,1493,16.6,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,32,https://cdn.sofifa.net/players/notfound_0_60.png
1022,Marcos Trabanco,ESP,DF,Sporting Gijon,21,2001,1,1,73,0.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,37,https://cdn.sofifa.net/players/notfound_0_60.png
1023,Angel Troncho,ESP,MF,Eibar,20,2002,7,1,163,1.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,26,https://cdn.sofifa.net/players/notfound_0_60.png
1024,Iker Undabarrena,ESP,MF,Leganes,27,1995,16,16,1288,14.3,0,2,0,0,0,3,0,0.0,0.14,0.14,0.0,0.14,30,https://cdn.sofifa.net/players/notfound_0_60.png
1025,Myrto Uzuni,ALB,"MF,FW",Granada,27,1995,19,16,1362,15.1,10,3,8,2,3,4,0,0.66,0.2,0.86,0.53,0.73,27,https://cdn.sofifa.net/players/notfound_0_60.png
1026,Valentín Vada,ARG,"MF,FW",Zaragoza,26,1996,20,15,1278,14.2,3,2,2,1,1,4,0,0.21,0.14,0.35,0.14,0.28,41,https://cdn.sofifa.net/players/notfound_0_60.png
1027,Álvaro Vadillo,ESP,MF,Eibar,28,1994,9,2,255,2.8,0,1,0,0,0,3,0,0.0,0.35,0.35,0.0,0.35,26,https://cdn.sofifa.net/players/notfound_0_60.png
1028,Pablo Valcarce,ESP,"MF,FW",Burgos,29,1993,18,11,913,10.1,0,2,0,0,0,3,0,0.0,0.2,0.2,0.0,0.2,23,https://cdn.sofifa.net/players/notfound_0_60.png
1029,Eugeni Valderrama,ESP,"MF,FW",Zaragoza,28,1994,11,3,318,3.5,0,1,0,0,0,1,0,0.0,0.28,0.28,0.0,0.28,41,https://cdn.sofifa.net/players/notfound_0_60.png
1030,Gerard Valentín,ESP,MF,Huesca,29,1993,18,7,811,9.0,1,2,1,0,0,5,0,0.11,0.22,0.33,0.11,0.33,28,https://cdn.sofifa.net/players/notfound_0_60.png
1031,Pol Valentín,ESP,DF,Sporting Gijon,25,1997,11,3,380,4.2,0,1,0,0,0,1,0,0.0,0.24,0.24,0.0,0.24,37,https://cdn.sofifa.net/players/notfound_0_60.png
1032,Germán Valera,ESP,FW,Andorra,20,2002,16,10,839,9.3,2,0,2,0,0,0,0,0.21,0.0,0.21,0.21,0.21,22,https://cdn.sofifa.net/players/notfound_0_60.png
1033,Borja Valle,ESP,"MF,FW",Cartagena,30,1992,18,12,980,10.9,2,0,2,0,0,3,0,0.18,0.0,0.18,0.18,0.18,24,https://cdn.sofifa.net/players/notfound_0_60.png
1034,Hugo Vallejo,ESP,MF,Ponferradina,22,2000,14,6,571,6.3,1,0,1,0,0,2,0,0.16,0.0,0.16,0.16,0.16,35,https://cdn.sofifa.net/players/notfound_0_60.png
1035,Álvaro Vallés,ESP,GK,Las Palmas,25,1997,15,15,1350,15.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,29,https://cdn.sofifa.net/players/notfound_0_60.png
1036,José Luis García Vayá,ESP,MF,Levante,24,1998,18,15,1329,14.8,0,2,0,0,0,6,1,0.0,0.14,0.14,0.0,0.14,31,https://cdn.sofifa.net/players/notfound_0_60.png
1037,Javier Vázquez López,ESP,DF,UD Ibiza,22,2000,16,12,1034,11.5,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,39,https://cdn.sofifa.net/players/notfound_0_60.png
1038,Pablo Vázquez,ESP,DF,Cartagena,28,1994,11,10,883,9.8,0,1,0,0,0,3,1,0.0,0.1,0.1,0.0,0.1,24,https://cdn.sofifa.net/players/notfound_0_60.png
1039,Frederico Venâncio,POR,DF,Eibar,29,1993,10,7,724,8.0,1,0,1,0,0,3,1,0.12,0.0,0.12,0.12,0.12,26,https://cdn.sofifa.net/players/notfound_0_60.png
1040,Rúben Vezo,POR,DF,Levante,28,1994,18,18,1560,17.3,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,31,https://cdn.sofifa.net/players/notfound_0_60.png
1041,Iñigo Vicente,ESP,MF,Racing Sant,24,1998,19,16,1189,13.2,2,1,2,0,1,2,0,0.15,0.08,0.23,0.15,0.23,36,https://cdn.sofifa.net/players/notfound_0_60.png
1042,Fede Vico,ESP,"MF,FW",Leganes,28,1994,20,8,898,10.0,1,2,0,1,1,3,1,0.1,0.2,0.3,0.0,0.2,30,https://cdn.sofifa.net/players/notfound_0_60.png
1043,Daniel Vidal,ESP,MF,Lugo,22,2000,2,0,8,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,32,https://cdn.sofifa.net/players/notfound_0_60.png
1044,Jonathan Viera,ESP,MF,Las Palmas,33,1989,14,11,1066,11.8,3,2,2,1,1,3,0,0.25,0.17,0.42,0.17,0.34,29,https://cdn.sofifa.net/players/notfound_0_60.png
1045,Carlos Vigaray,ESP,DF,Zaragoza,28,1994,1,0,13,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,41,https://cdn.sofifa.net/players/notfound_0_60.png
1046,Martí Vilà,ESP,DF,Andorra,23,1999,17,14,1156,12.8,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,22,https://cdn.sofifa.net/players/notfound_0_60.png
1047,Adrià Vilanova,ESP,DF,Andorra,25,1997,17,13,1212,13.5,0,1,0,0,0,1,0,0.0,0.07,0.07,0.0,0.07,22,https://cdn.sofifa.net/players/notfound_0_60.png
1048,Ignasi Vilarrasa,ESP,"DF,MF",Huesca,23,1999,12,6,577,6.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,28,https://cdn.sofifa.net/players/notfound_0_60.png
1049,Fran Villalba,ESP,"MF,FW",Malaga,24,1998,14,11,838,9.3,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,33,https://cdn.sofifa.net/players/notfound_0_60.png
1050,Juan Villar,ESP,"FW,MF",Huesca,34,1988,6,0,75,0.8,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,28,https://cdn.sofifa.net/players/notfound_0_60.png
1051,Viti,ESP,MF,Oviedo,25,1997,11,7,565,6.3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,34,https://cdn.sofifa.net/players/notfound_0_60.png
1052,Vitolo,ESP,"FW,MF",Las Palmas,33,1989,7,0,108,1.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,29,https://cdn.sofifa.net/players/notfound_0_60.png
1053,Óscar Whalley,ESP,GK,Lugo,28,1994,20,20,1800,20.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,32,https://cdn.sofifa.net/players/notfound_0_60.png
1054,Xeber,ESP,"MF,FW",Alaves,25,1997,17,13,996,11.1,3,0,3,0,0,1,2,0.27,0.0,0.27,0.27,0.27,20,https://cdn.sofifa.net/players/notfound_0_60.png
1055,Rubén Yáñez,ESP,GK,Malaga,29,1993,7,7,630,7.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,33,https://cdn.sofifa.net/players/notfound_0_60.png
1056,Yoel,ESP,GK,Eibar,34,1988,11,11,990,11.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,26,https://cdn.sofifa.net/players/notfound_0_60.png
1057,Míchel Zabaco,ESP,DF,Burgos,33,1989,10,7,679,7.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,23,https://cdn.sofifa.net/players/notfound_0_60.png
1058,Alberto Zapater,ESP,MF,Zaragoza,37,1985,12,5,493,5.5,1,1,1,0,0,2,0,0.18,0.18,0.37,0.18,0.37,41,https://cdn.sofifa.net/players/notfound_0_60.png
1059,Jorge Zarfino,URU,"MF,FW",Sporting Gijon,31,1991,20,18,1581,17.6,3,2,3,0,0,2,0,0.17,0.11,0.28,0.17,0.28,37,https://cdn.sofifa.net/players/notfound_0_60.png
1060,Ekain Zenitagoia,ESP,FW,UD Ibiza,28,1994,19,15,1297,14.4,2,2,1,1,1,4,0,0.14,0.14,0.28,0.07,0.21,39,https://cdn.sofifa.net/players/notfound_0_60.png
1061,Luca Zidane,FRA,GK,Eibar,24,1998,9,9,810,9.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,26,https://cdn.sofifa.net/players/notfound_0_60.png
1062,Elady Zorrilla,ESP,"MF,FW",Tenerife,32,1990,7,2,308,3.4,2,0,0,2,2,1,0,0.58,0.0,0.58,0.0,0.0,38,https://cdn.sofifa.net/players/notfound_0_60.png
1063,Loren Zúñiga,ESP,FW,Malaga,19,2003,13,2,364,4.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,33,https://cdn.sofifa.net/players/notfound_0_60.png
1064,Uroš Đurđević,MNE,FW,Sporting Gijon,28,1994,18,13,1161,12.9,2,1,2,0,0,3,0,0.16,0.08,0.23,0.16,0.23,37,https://cdn.sofifa.net/players/notfound_0_60.png
